0.9999758	9.604062e-06	1.4587525e-05
0.9999769	9.463426e-06	1.3724165e-05
0.9999733	9.877668e-06	1.6803637e-05
0.9999753	9.329576e-06	1.5326881e-05
0.9999757	9.552053e-06	1.4837746e-05
0.999977	9.9135505e-06	1.3137108e-05
0.99997616	1.0291187e-05	1.3572655e-05
0.9999747	9.5143705e-06	1.5696778e-05
0.9999757	1.14558625e-05	1.281739e-05
0.016558541	0.0016505998	0.98179084
0.9999721	9.124654e-06	1.8697092e-05
0.99997437	9.121707e-06	1.6493268e-05
0.99997675	9.093807e-06	1.4176179e-05
0.9999707	1.0927022e-05	1.8310802e-05
0.99997604	9.945441e-06	1.405163e-05
0.99997354	9.124124e-06	1.7329037e-05
0.9999583	1.5043965e-05	2.6683629e-05
0.9999757	1.0685483e-05	1.3631596e-05
0.9999678	1.0174793e-05	2.2035545e-05
0.9999765	9.929687e-06	1.3604764e-05
0.99997485	9.313832e-06	1.5874259e-05
0.999831	0.00012201575	4.701781e-05
0.99997616	9.167485e-06	1.4708272e-05
0.9999696	9.621147e-06	2.069988e-05
0.99997723	9.937163e-06	1.2875996e-05
0.99997556	9.096273e-06	1.5394062e-05
0.9999758	1.1879502e-05	1.221878e-05
0.9999771	1.0486094e-05	1.2456449e-05
0.99997723	1.06906045e-05	1.2018013e-05
0.99997246	8.968049e-06	1.8600877e-05
0.9999746	9.916725e-06	1.5505226e-05
0.99997604	9.142126e-06	1.4747344e-05
0.99996674	9.820497e-06	2.3426817e-05
0.9999747	9.130482e-06	1.611755e-05
0.9999759	9.650722e-06	1.4482698e-05
0.99997425	9.219187e-06	1.6577962e-05
0.9999722	9.001355e-06	1.875292e-05
0.9999751	9.160738e-06	1.5736137e-05
0.9999709	1.0125541e-05	1.8915447e-05
0.99997675	1.0788924e-05	1.2431699e-05
0.99997556	9.0026715e-06	1.5347696e-05
0.9999728	1.0053236e-05	1.711922e-05
0.99997556	9.0389285e-06	1.5349351e-05
0.9999765	9.564492e-06	1.39680615e-05
0.99997425	8.868022e-06	1.692976e-05
0.99997425	9.284961e-06	1.6407439e-05
0.9999753	1.0373249e-05	1.4359122e-05
0.9999751	1.0561386e-05	1.4306686e-05
0.9999765	9.438709e-06	1.4057974e-05
0.99997497	1.0439898e-05	1.4547032e-05
0.99997604	9.732489e-06	1.4196352e-05
0.99997425	9.453555e-06	1.631208e-05
0.999974	9.289699e-06	1.6719869e-05
0.99997604	1.0622846e-05	1.3323561e-05
0.9999758	9.757989e-06	1.4455406e-05
0.99997115	9.755079e-06	1.9071802e-05
0.99997294	9.340959e-06	1.781036e-05
0.9999534	2.0514666e-05	2.614577e-05
0.99997497	1.148628e-05	1.360832e-05
0.9999212	2.533628e-05	5.3410662e-05
0.9999738	1.1663353e-05	1.45455515e-05
0.99997663	9.687408e-06	1.3763044e-05
0.9999757	9.231041e-06	1.50819915e-05
0.9999685	9.39207e-06	2.2099372e-05
0.99997616	9.430784e-06	1.4392243e-05
0.9999765	1.1508977e-05	1.1922329e-05
0.9999759	9.471558e-06	1.4673177e-05
0.003116276	0.99577254	0.0011112586
0.9999764	9.967143e-06	1.3610408e-05
0.9999708	1.006046e-05	1.9242481e-05
0.9999753	9.464896e-06	1.5300828e-05
0.9999763	9.349179e-06	1.4463189e-05
0.9999738	1.2119494e-05	1.4059478e-05
0.9999496	1.3890062e-05	3.643789e-05
0.99997556	9.355731e-06	1.5139788e-05
0.012951539	0.0011876632	0.9858609
0.99997663	9.453046e-06	1.3985385e-05
0.9999522	1.2661194e-05	3.5131663e-05
0.99997485	9.130181e-06	1.597931e-05
0.9999652	1.0450828e-05	2.436662e-05
0.99997437	1.0284256e-05	1.5399417e-05
0.9999701	1.03731945e-05	1.9575049e-05
0.9999759	9.358739e-06	1.4660343e-05
0.99996984	9.12678e-06	2.1022144e-05
0.9999776	1.0056395e-05	1.2450395e-05
0.99997306	9.496742e-06	1.7383474e-05
0.9999763	1.0932519e-05	1.27553585e-05
0.9999747	1.182093e-05	1.34435095e-05
0.9999722	9.3962535e-06	1.8298982e-05
0.9999733	9.702989e-06	1.703449e-05
0.9999763	9.968157e-06	1.3758963e-05
0.9999751	9.382204e-06	1.5548112e-05
0.99989736	4.2417334e-05	6.024232e-05
0.9998642	5.2522297e-05	8.3193634e-05
0.99941885	0.00021124039	0.0003699599
0.9999745	9.777088e-06	1.5696121e-05
0.99997413	9.082081e-06	1.6760428e-05
0.99997437	1.0488935e-05	1.5105617e-05
0.99997056	1.2301158e-05	1.7200224e-05
0.9999733	1.1078738e-05	1.5590904e-05
0.9999758	9.35968e-06	1.4786442e-05
0.99997675	1.0169432e-05	1.3102899e-05
0.9999753	9.5715495e-06	1.5175645e-05
0.9999728	9.634158e-06	1.751926e-05
0.99996746	1.0016531e-05	2.2495424e-05
0.007482048	0.0007575386	0.99176043
0.99997604	9.064782e-06	1.49421885e-05
0.9999689	9.01408e-06	2.2086078e-05
0.99993634	1.4260469e-05	4.9408172e-05
0.9999691	9.198549e-06	2.168419e-05
0.99997556	9.650352e-06	1.475348e-05
0.9999685	9.385552e-06	2.1993475e-05
0.99996984	9.712696e-06	2.0479036e-05
0.9999709	9.851545e-06	1.9247662e-05
0.9999689	1.0570973e-05	2.0553674e-05
0.9999683	9.39335e-06	2.2342285e-05
0.99997365	9.754741e-06	1.6546857e-05
0.99997354	9.197895e-06	1.726439e-05
0.9999752	1.0059029e-05	1.4827583e-05
0.9766012	0.018550495	0.004848306
0.003168885	0.99572647	0.0011046666
0.9999765	9.570879e-06	1.4001297e-05
0.9999758	9.3003455e-06	1.4878999e-05
0.9999764	9.386011e-06	1.4144699e-05
0.99997306	9.195826e-06	1.7731394e-05
0.9999752	9.632414e-06	1.5136415e-05
0.99997234	9.545672e-06	1.8102672e-05
0.9999752	9.432793e-06	1.540394e-05
0.99997675	9.504662e-06	1.372376e-05
0.9999716	1.0392412e-05	1.7970957e-05
0.9999453	1.6153459e-05	3.846869e-05
0.99996793	1.0870556e-05	2.1177939e-05
0.9999641	1.1054186e-05	2.483908e-05
0.9999573	1.3114982e-05	2.9524912e-05
0.99997246	1.0009683e-05	1.747449e-05
0.99997187	9.9494755e-06	1.8273748e-05
0.99996936	9.113827e-06	2.1633088e-05
0.99997187	1.0420644e-05	1.7727727e-05
0.9999727	1.0244382e-05	1.707606e-05
0.99996114	1.03098255e-05	2.8556262e-05
0.9999678	9.533776e-06	2.2647393e-05
0.99997187	9.860679e-06	1.8283898e-05
0.99997175	9.30311e-06	1.8901006e-05
0.9999726	9.591421e-06	1.7858945e-05
0.9999684	9.834689e-06	2.172111e-05
0.9999715	9.542586e-06	1.89199e-05
0.9999558	1.5871496e-05	2.833585e-05
0.9999665	1.2009021e-05	2.1414407e-05
0.99996734	1.0455535e-05	2.2120801e-05
0.99997294	1.0004251e-05	1.7072889e-05
0.9999757	8.983885e-06	1.5406711e-05
0.9999746	9.240704e-06	1.6103357e-05
0.9999727	9.341059e-06	1.797775e-05
0.9999747	9.52033e-06	1.5710819e-05
0.99997187	9.2109885e-06	1.8940138e-05
0.99997485	9.673323e-06	1.5464257e-05
